,Opening Price,High,Low,Close,Adjusted Close,Volume,Dividend Amount,Company,Date
87,146.1600,154.9500,139.1800,154.3600,123.9795,44798155,0.0000,AVGO,2016-05-31
88,154.0400,159.6500,143.2500,145.7500,117.0641,51988423,0.0000,AVGO,2016-04-29
89,135.3700,157.3700,134.3000,154.5000,124.0919,85657902,0.4900,AVGO,2016-03-31
90,133.3400,138.6900,114.2500,133.9700,107.2490,90191987,0.0000,AVGO,2016-02-29
91,142.0700,143.3000,117.1700,133.7100,107.0408,131679166,0.0000,AVGO,2016-01-29
92,131.1700,149.7200,130.9100,145.1500,116.1991,77344829,0.4400,AVGO,2015-12-31
93,123.6600,130.7000,115.2100,130.4500,104.1127,58207965,0.0000,AVGO,2015-11-30
94,123.1100,129.8400,111.5300,123.1300,98.2706,85556263,0.0000,AVGO,2015-10-30
95,121.5200,134.9500,118.0571,124.9100,99.6912,71045603,0.4200,AVGO,2015-09-30
96,126.4200,128.0400,100.0000,125.9700,100.2171,80920865,0.0000,AVGO,2015-08-31
97,134.4100,137.7500,123.5200,125.1400,99.5567,82807039,0.0000,AVGO,2015-07-31
98,148.2400,150.5000,131.0400,132.9300,105.7542,77211088,0.4000,AVGO,2015-06-30
99,117.9200,149.2400,115.3900,148.0700,117.4650,80027680,0.0000,AVGO,2015-05-29
100,126.6600,128.0000,114.5600,116.8800,92.7218,43183942,0.0000,AVGO,2015-04-30
101,127.2100,136.2800,116.9600,126.9800,100.7342,56787361,0.3800,AVGO,2015-03-31
102,103.2500,129.8900,99.1600,127.6200,100.9478,44734261,0.0000,AVGO,2015-02-27
103,100.9300,108.3400,95.1800,102.8800,81.3784,38259092,0.0000,AVGO,2015-01-30
104,93.0500,105.0000,89.7200,100.5900,79.5670,51614549,0.3500,AVGO,2014-12-31
105,86.4400,94.4334,83.5000,93.4000,73.6194,28902401,0.0000,AVGO,2014-11-28
106,87.1200,87.9200,68.7501,86.2500,67.9836,68449177,0.0000,AVGO,2014-10-31
107,82.9700,90.8800,82.3956,87.0000,68.5748,45910651,0.3200,AVGO,2014-09-30
108,69.9200,84.8000,68.7100,82.0900,64.4695,35857500,0.0000,AVGO,2014-08-29
109,72.4800,76.4400,68.8000,69.3800,54.4877,42355000,0.0000,AVGO,2014-07-31
110,71.2100,72.5000,70.0600,72.0700,56.6003,35952400,0.2900,AVGO,2014-06-30
111,62.9200,72.0000,62.5800,70.6700,55.2766,125561000,0.0000,AVGO,2014-05-30
112,64.5500,65.5800,57.2700,63.5000,49.6683,49858600,0.0000,AVGO,2014-04-30
113,61.1500,65.8300,60.4500,64.4100,50.3801,41831000,0.2700,AVGO,2014-03-31
